No., BCV ,Position,Player,Team, Price , Weighted minutes , Weighted UPPM , PPG - longer term ,Fixture ratio,5,6,7,8,9,10,11,12
188, (1.00),D,0,,  ,,,,, -   , -   , -   , -   , -   , -   , -   , -   
189, (1.00),D,0,,  ,,,,, -   , -   , -   , -   , -   , -   , -   , -   
190, (1.00),D,0,,  ,,,,, -   , -   , -   , -   , -   , -   , -   , -   
191, (1.00),D,0,,  ,,,,, -   , -   , -   , -   , -   , -   , -   , -   
192, (1.00),D,0,,  ,,,,, -   , -   , -   , -   , -   , -   , -   , -   
193, (1.00),D,0,,  ,,,,, -   , -   , -   , -   , -   , -   , -   , -   
194, (1.00),D,0,,  ,,,,, -   , -   , -   , -   , -   , -   , -   , -   
195, (1.00),D,0,,  ,,,,, -   , -   , -   , -   , -   , -   , -   , -   
196, (1.00),D,0,,  ,,,,, -   , -   , -   , -   , -   , -   , -   , -   
197, (1.00),D,0,,  ,,,,, -   , -   , -   , -   , -   , -   , -   , -   
198, -   ,D,0,,  ,,,,, -   , -   , -   , -   , -   , -   , -   , -   
199, -   ,D,0,,  ,,,,, -   , -   , -   , -   , -   , -   , -   , -   
200, -   ,D,0,,  ,,,,, -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,,,,,,,,
1, 0.46 ,GK,Raya,ARS, 5.5 ,,,,, 3.28 , 4.54 , 4.39 , 3.84 , 3.51 , 3.47 , 3.34 , 4.20 
2, 0.45 ,GK,Ederson M.,MCI, 5.5 ,,,,, 3.63 , 3.53 , 4.16 , 3.93 , 4.23 , 3.67 , 3.48 , 3.43 
3, 0.44 ,GK,A.Becker,LIV, 5.5 ,,,,, 4.01 , 3.91 , 3.67 , 3.46 , 3.16 , 3.67 , 3.60 , 3.74 
4, 0.44 ,GK,Sanchez,CHE, 4.5 ,,,,, 3.37 , 3.54 , 3.60 , 2.80 , 3.13 , 2.94 , 2.91 , 3.41 
5, 0.44 ,GK,Martinez,AVL, 5.0 ,,,,, 3.83 , 3.78 , 3.35 , 3.36 , 3.54 , 2.92 , 2.85 , 3.45 
6, 0.43 ,GK,Vicario,TOT, 5.0 ,,,,, 3.73 , 3.26 , 3.28 , 3.55 , 3.34 , 3.34 , 3.82 , 2.85 
7, 0.39 ,GK,Pope,NEW, 5.0 ,,,,, 3.41 , 3.03 , 3.44 , 3.37 , 2.95 , 3.01 , 3.32 , 3.38 
8, 0.40 ,GK,Onana,MUN, 5.0 ,,,,, 3.38 , 3.24 , 3.13 , 3.57 , 3.22 , 3.12 , 3.77 , 3.47 
9, 0.40 ,GK,Leno,FUL, 5.0 ,,,,, 3.32 , 3.43 , 2.94 , 3.28 , 3.42 , 3.49 , 3.17 , 3.59 
10, 0.44 ,GK,Areola,WHM, 4.5 ,,,,, 3.19 , 3.34 , 3.76 , 2.92 , 3.19 , 3.25 , 3.56 , 2.95 
11, 0.42 ,GK,Pickford,EVE, 4.9 ,,,,, 3.50 , 3.48 , 3.15 , 3.42 , 3.45 , 3.36 , 3.06 , 3.36 
12, 0.45 ,GK,Flekken,BRE, 4.5 ,,,,, 3.08 , 3.42 , 3.67 , 3.06 , 3.77 , 3.25 , 3.38 , 3.31 
13, 0.43 ,GK,Muric,IPS, 4.4 ,,,,, 3.39 , 3.12 , 3.11 , 3.48 , 3.05 , 3.45 , 2.79 , 2.97 
14, 0.42 ,GK,Sels,NOT, 4.5 ,,,,, 3.16 , 3.49 , 2.97 , 3.29 , 3.36 , 3.27 , 3.00 , 2.79 
15, 0.41 ,GK,Verbruggen,BRI, 4.5 ,,,,, 3.67 , 2.97 , 3.04 , 2.92 , 3.51 , 2.77 , 2.71 , 3.00 
16, 0.43 ,GK,Hermansen,LEI, 4.5 ,,,,, 3.54 , 2.94 , 3.33 , 3.25 , 3.39 , 3.24 , 2.85 , 2.90 
17, 0.42 ,GK,Henderson,CPL, 4.5 ,,,,, 3.29 , 3.41 , 3.01 , 3.27 , 3.00 , 3.27 , 3.38 , 2.91 
18, 0.44 ,GK,Ramsdale,SOU, 4.4 ,,,,, 3.61 , 3.15 , 2.90 , 3.51 , 2.88 , 3.36 , 3.08 , 2.79 
19, 0.33 ,GK,Johnstone,WOL, 4.4 ,,,,, 2.80 , 2.73 , 2.90 , 2.54 , 2.67 , 2.86 , 3.07 , 2.63 
20, 0.28 ,GK,Arrizabalaga,BOU, 4.5 ,,,,, 1.47 , 3.22 , 3.12 , 2.58 , 2.73 , 2.52 , 2.76 , 2.88 
21, (0.05),GK,Travers,BOU, 4.4 ,,,,, 1.61 , 0.71 , 0.56 , 0.49 , 0.44 , 0.45 , 0.53 , 0.46 
22, (0.09),GK,Jose Sa,WOL, 4.5 ,,,,, 0.32 , 0.32 , 0.38 , 0.39 , 0.44 , 0.51 , 0.54 , 0.52 
